N,M,id,E,time(s)
16,128,1,0,0.010892
16,128,2,0,0.011352
16,128,3,0,0.010931
16,128,4,0,0.010576
16,128,5,0,0.010738
16,128,6,0,0.010956
16,128,7,0,0.010773
16,128,8,0,0.010643
16,128,9,0,0.011258
16,128,10,0,0.010905
16,128,11,0,0.011131
16,128,12,0,0.010574
16,128,13,0,0.010906
16,128,14,0,0.010808
16,128,15,0,0.010665
16,128,16,0,0.010686
16,128,17,0,0.010731
16,128,18,0,0.011446
16,128,19,0,0.011148
16,128,20,0,0.010677
16,128,21,0,0.011022
16,128,22,0,0.010774
16,128,23,0,0.010843
16,128,24,0,0.010257
16,128,25,0,0.012496
16,128,26,0,0.010982
16,128,27,0,0.010874
16,128,28,0,0.010807
16,128,29,0,0.010984
16,128,30,0,0.011254
16,128,31,0,0.010978
16,128,32,0,0.010739
16,128,33,0,0.010798
16,128,34,0,0.011128
16,128,35,0,0.01117
16,128,36,0,0.011006
16,128,37,0,0.010792
16,128,38,0,0.010425
16,128,39,0,0.011039
16,128,40,0,0.010704
16,128,41,0,0.010506
16,128,42,0,0.010873
16,128,43,0,0.010599
16,128,44,0,0.01068
16,128,45,0,0.011178
16,128,46,0,0.010448
16,128,47,0,0.010628
16,128,48,0,0.010696
16,128,49,0,0.010969
16,128,50,0,0.010708
16,128,51,0,0.010809
16,128,52,0,0.010551
16,128,53,0,0.010998
16,128,54,0,0.010598
16,128,55,0,0.010805
16,128,56,0,0.011007
16,128,57,0,0.010858
16,128,58,0,0.011385
16,128,59,0,0.010588
16,128,60,0,0.010385
16,128,61,0,0.010515
16,128,62,0,0.010706
16,128,63,0,0.010705
16,128,64,0,0.010657
16,128,65,0,0.010873
16,128,66,0,0.010712
16,128,67,0,0.011295
16,128,68,0,0.010965
16,128,69,0,0.010775
16,128,70,0,0.011335
16,128,71,0,0.011866
16,128,72,0,0.011179
16,128,73,0,0.010696
16,128,74,0,0.011426
16,128,75,0,0.011325
16,128,76,0,0.010715
16,128,77,0,0.010841
16,128,78,0,0.01084
16,128,79,0,0.010914
16,128,80,0,0.011193
16,128,81,0,0.010667
16,128,82,0,0.011459
16,128,83,0,0.011303
16,128,84,0,0.010703
16,128,85,0,0.010822
16,128,86,0,0.010689
16,128,87,0,0.010745
16,128,88,0,0.01081
16,128,89,0,0.011508
16,128,90,0,0.010518
16,128,91,0,0.01059
16,128,92,0,0.010626
16,128,93,0,0.010538
16,128,94,0,0.010861
16,128,95,0,0.010826
16,128,96,0,0.01094
16,128,97,0,0.0107
16,128,98,0,0.011267
16,128,99,0,0.01096
16,128,100,0,0.010656
16,128,101,0,0.01068
16,128,102,0,0.011482
16,128,103,0,0.011224
16,128,104,0,0.010618
16,128,105,0,0.010744
16,128,106,0,0.010831
16,128,107,0,0.011045
16,128,108,0,0.010875
16,128,109,0,0.011818
16,128,110,0,0.011156
16,128,111,0,0.011387
16,128,112,0,0.010791
16,128,113,0,0.011179
16,128,114,0,0.010968
16,128,115,0,0.010789
16,128,116,0,0.011042
16,128,117,0,0.010581
16,128,118,0,0.011235
16,128,119,0,0.011195
16,128,120,0,0.010793
16,128,121,0,0.010946
16,128,122,0,0.010583
16,128,123,0,0.010945
16,128,124,0,0.010711
16,128,125,0,0.010653
16,128,126,0,0.010842
16,128,127,0,0.010592
16,128,128,0,0.010804
16,128,129,0,0.010542
16,128,130,0,0.010968
16,128,131,0,0.010597
16,128,132,0,0.010713
16,128,133,0,0.010948
16,128,134,0,0.010616
16,128,135,0,0.011146
16,128,136,0,0.011352
16,128,137,0,0.010634
16,128,138,0,0.010857
16,128,139,0,0.011022
16,128,140,0,0.010808
16,128,141,0,0.010731
16,128,142,0,0.010597
16,128,143,0,0.010927
16,128,144,0,0.010747
16,128,145,0,0.010859
16,128,146,0,0.011126
16,128,147,0,0.010779
16,128,148,0,0.010318
16,128,149,0,0.010869
16,128,150,0,0.01065
16,128,151,0,0.010754
16,128,152,0,0.01084
16,128,153,0,0.010685
16,128,154,0,0.010595
16,128,155,0,0.010927
16,128,156,0,0.011232
16,128,157,0,0.010734
16,128,158,0,0.010822
16,128,159,0,0.010642
16,128,160,0,0.011017
16,128,161,0,0.010856
16,128,162,0,0.010534
16,128,163,0,0.010724
16,128,164,0,0.010527
16,128,165,0,0.01071
16,128,166,0,0.010839
16,128,167,0,0.010977
16,128,168,0,0.010617
16,128,169,0,0.010836
16,128,170,0,0.01096
16,128,171,0,0.010678
16,128,172,0,0.010842
16,128,173,0,0.010879
16,128,174,0,0.010894
16,128,175,0,0.011209
16,128,176,0,0.01126
16,128,177,0,0.010736
16,128,178,0,0.010639
16,128,179,0,0.011105
16,128,180,0,0.010893
16,128,181,0,0.010808
16,128,182,0,0.011222
16,128,183,0,0.010603
16,128,184,0,0.010646
16,128,185,0,0.010687
16,128,186,0,0.011096
16,128,187,0,0.010798
16,128,188,0,0.010636
16,128,189,0,0.01081
16,128,190,0,0.010839
16,128,191,0,0.011212
16,128,192,0,0.010919
16,128,193,0,0.010728
16,128,194,0,0.010815
16,128,195,0,0.011006
16,128,196,0,0.010648
16,128,197,0,0.010686
16,128,198,0,0.010747
16,128,199,0,0.011101
16,128,200,0,0.010832
16,130,1,0,0.011025
16,130,2,0,0.011007
16,130,3,0,0.010906
16,130,4,0,0.010752
16,130,5,0,0.010511
16,130,6,0,0.010656
16,130,7,0,0.010809
16,130,8,0,0.010626
16,130,9,0,0.010741
16,130,10,0,0.010559
16,130,11,0,0.0111
16,130,12,0,0.010862
16,130,13,0,0.010739
16,130,14,0,0.010173
16,130,15,0,0.01078
16,130,16,0,0.010968
16,130,17,0,0.011278
16,130,18,0,0.010664
16,130,19,0,0.010741
16,130,20,0,0.011138
16,130,21,0,0.010748
16,130,22,0,0.011009
16,130,23,0,0.01069
16,130,24,0,0.010777
16,130,25,0,0.012645
16,130,26,0,0.010948
16,130,27,0,0.010591
16,130,28,0,0.010526
16,130,29,0,0.010616
16,130,30,0,0.010767
16,130,31,0,0.010962
16,130,32,0,0.010783
16,130,33,0,0.010912
16,130,34,0,0.010764
16,130,35,0,0.01112
16,130,36,0,0.010808
16,130,37,0,0.010518
16,130,38,0,0.011519
16,130,39,0,0.01091
16,130,40,0,0.010913
16,130,41,0,0.01087
16,130,42,0,0.010473
16,130,43,0,0.011085
16,130,44,1,0.295488
16,130,45,0,0.011024
16,130,46,0,0.010908
16,130,47,0,0.010844
16,130,48,0,0.010766
16,130,49,0,0.011183
16,130,50,1,0.328945
16,130,51,0,0.011024
16,130,52,0,0.011526
16,130,53,0,0.010918
16,130,54,0,0.010861
16,130,55,0,0.010777
16,130,56,0,0.011231
16,130,57,0,0.01073
16,130,58,0,0.010696
16,130,59,0,0.010515
16,130,60,0,0.010489
