N,M,id,E,time(s)
4096,32768,1,0,0.06529
4096,32768,2,0,0.055176
4096,32768,3,0,0.057852
4096,32768,4,0,0.055546
4096,32768,5,0,0.049881
4096,32768,6,0,0.061202
4096,32768,7,0,0.061065
4096,32768,8,0,0.053631
4096,32768,9,0,0.054564
4096,32768,10,0,0.071132
4096,32768,11,0,0.063196
4096,32768,12,0,0.056849
4096,32768,13,0,0.058917
4096,32768,14,0,0.06025
4096,32768,15,0,0.057127
4096,32768,16,0,0.064555
4096,32768,17,0,0.050738
4096,32768,18,0,0.055624
4096,32768,19,0,0.055802
4096,32768,20,0,0.066017
4096,32768,21,0,0.070105
4096,32768,22,0,0.057656
4096,32768,23,0,0.067165
4096,32768,24,0,0.055199
4096,32768,25,0,0.066657
4096,32768,26,0,0.058822
4096,32768,27,0,0.081427
4096,32768,28,0,0.062843
4096,32768,29,0,0.066338
4096,32768,30,0,0.080003
4096,32768,31,0,0.051697
4096,32768,32,0,0.051597
4096,32768,33,0,0.053266
4096,32768,34,0,0.049881
4096,32768,35,0,0.055654
4096,32768,36,0,0.068353
4096,32768,37,0,0.053526
4096,32768,38,0,0.059792
4096,32768,39,0,0.057799
4096,32768,40,0,0.058065
4096,32768,41,0,0.061543
4096,32768,42,0,0.060157
4096,32768,43,0,0.047942
4096,32768,44,0,0.058144
4096,32768,45,0,0.064664
4096,32768,46,0,0.048342
4096,32768,47,0,0.055401
4096,32768,48,0,0.057214
4096,32768,49,0,0.054452
4096,32768,50,0,0.064411
4096,32768,51,0,0.060571
4096,32768,52,0,0.063231
4096,32768,53,0,0.048238
4096,32768,54,0,0.062486
4096,32768,55,0,0.064709
4096,32768,56,0,0.065667
4096,32768,57,0,0.066651
4096,32768,58,0,0.07132
4096,32768,59,0,0.058522
4096,32768,60,0,0.05733
4096,32768,61,0,0.051897
4096,32768,62,0,0.054558
4096,32768,63,0,0.05552
4096,32768,64,0,0.054459
4096,32768,65,0,0.05726
4096,32768,66,0,0.053272
4096,32768,67,0,0.060189
4096,32768,68,0,0.069121
4096,32768,69,0,0.074776
4096,32768,70,0,0.049638
4096,32768,71,0,0.0692
4096,32768,72,0,0.053562
4096,32768,73,0,0.060621
4096,32768,74,0,0.059656
4096,32768,75,0,0.061364
4096,32768,76,0,0.082995
4096,32768,77,0,0.053116
4096,32768,78,0,0.05222
4096,32768,79,0,0.057739
4096,32768,80,0,0.051658
4096,32768,81,0,0.052351
4096,32768,82,0,0.075342
4096,32768,83,0,0.049577
4096,32768,84,0,0.057922
4096,32768,85,0,0.053521
4096,32768,86,0,0.062438
4096,32768,87,0,0.065533
4096,32768,88,0,0.052696
4096,32768,89,0,0.056744
4096,32768,90,0,0.059138
4096,32768,91,0,0.053077
4096,32768,92,0,0.057462
4096,32768,93,0,0.062217
4096,32768,94,0,0.066853
4096,32768,95,0,0.051816
4096,32768,96,0,0.061455
4096,32768,97,0,0.062491
4096,32768,98,0,0.049478
4096,32768,99,0,0.054558
4096,32768,100,0,0.055594
4096,32768,101,0,0.053018
4096,32768,102,0,0.065868
4096,32768,103,0,0.064214
4096,32768,104,0,0.056114
4096,32768,105,0,0.049619
4096,32768,106,0,0.066831
4096,32768,107,0,0.056349
4096,32768,108,0,0.05629
4096,32768,109,0,0.055205
4096,32768,110,0,0.059597
4096,32768,111,0,0.057027
4096,32768,112,0,0.060184
4096,32768,113,0,0.065921
4096,32768,114,0,0.055235
4096,32768,115,0,0.060253
4096,32768,116,0,0.056257
4096,32768,117,0,0.054658
4096,32768,118,0,0.048557
4096,32768,119,0,0.062653
4096,32768,120,0,0.082135
4096,32768,121,0,0.058775
4096,32768,122,0,0.065905
4096,32768,123,0,0.056014
4096,32768,124,0,0.072636
4096,32768,125,0,0.061369
4096,32768,126,0,0.05117
4096,32768,127,0,0.05048
4096,32768,128,0,0.053018
4096,32768,129,0,0.066902
4096,32768,130,0,0.048698
4096,32768,131,0,0.049895
4096,32768,132,0,0.078058
4096,32768,133,0,0.061839
4096,32768,134,0,0.071745
4096,32768,135,0,0.059852
4096,32768,136,0,0.06313
4096,32768,137,0,0.058307
4096,32768,138,0,0.055206
4096,32768,139,0,0.053787
4096,32768,140,0,0.047808
4096,32768,141,0,0.069398
4096,32768,142,0,0.071557
4096,32768,143,0,0.055652
4096,32768,144,0,0.060174
4096,32768,145,0,0.070511
4096,32768,146,0,0.066726
4096,32768,147,0,0.059572
4096,32768,148,0,0.04963
4096,32768,149,0,0.048574
4096,32768,150,0,0.071188
4096,32768,151,0,0.059313
4096,32768,152,0,0.051011
4096,32768,153,0,0.050018
4096,32768,154,0,0.061736
4096,32768,155,0,0.047488
4096,32768,156,0,0.056572
4096,32768,157,0,0.054036
4096,32768,158,0,0.050998
4096,32768,159,0,0.05729
4096,32768,160,0,0.055381
4096,32768,161,0,0.05978
4096,32768,162,0,0.0589
4096,32768,163,0,0.051432
4096,32768,164,0,0.058168
4096,32768,165,0,0.061477
4096,32768,166,0,0.05864
4096,32768,167,0,0.063991
4096,32768,168,0,0.059116
4096,32768,169,0,0.053908
4096,32768,170,0,0.067932
4096,32768,171,0,0.050586
4096,32768,172,0,0.06623
4096,32768,173,0,0.052701
4096,32768,174,0,0.05912
4096,32768,175,0,0.056111
4096,32768,176,0,0.059726
4096,32768,177,0,0.055868
4096,32768,178,0,0.06003
4096,32768,179,0,0.057801
4096,32768,180,0,0.069495
4096,32768,181,0,0.054725
