algo,N,M,count,E_mean,E_err,ProbSolv,ProbSolv_err
rPI-GNN_ntrials=5,16,27,400,0.2025,0.02011830610666573,0.7975,0.02011830610666573
rPI-GNN_ntrials=5,16,28,400,0.205,0.020518040231399866,0.7975,0.02011830610666573
rPI-GNN_ntrials=5,16,29,400,0.3225,0.023930441702990995,0.6825,0.023304336619246597
rPI-GNN_ntrials=5,16,31,400,0.5175,0.027634100016271073,0.51,0.0250263019536184
rPI-GNN_ntrials=5,16,32,400,0.6425,0.030439296179111945,0.4275,0.024766769210836873
rPI-GNN_ntrials=5,16,34,400,0.9225,0.03071796475022377,0.2275,0.020987151457875112
rPI-GNN_ntrials=5,16,35,400,1.0775,0.032114056994431636,0.1625,0.018468543329993016
rPI-GNN_ntrials=5,16,37,400,1.355,0.03446603064134926,0.085,0.013961547623027874
rPI-GNN_ntrials=5,16,38,400,1.525,0.034842107156107735,0.055,0.011413288653790234
rPI-GNN_ntrials=5,16,40,400,1.8625,0.03517210638658386,0.0275,0.008186998372779229
rPI-GNN_ntrials=5,32,53,400,0.07,0.013254781139560325,0.9325,0.012560006345479935
rPI-GNN_ntrials=5,32,56,400,0.08,0.01358164764975905,0.92,0.01358164764975905
rPI-GNN_ntrials=5,32,59,400,0.1625,0.01880474464204796,0.84,0.018353258709644944
rPI-GNN_ntrials=5,32,62,400,0.2575,0.022455399962340274,0.7475,0.02174952826959414
rPI-GNN_ntrials=5,32,65,400,0.4525,0.02909425310795543,0.5925,0.024599231297972052
rPI-GNN_ntrials=5,32,68,400,0.6525,0.030728161754521376,0.42,0.024708830724853692
rPI-GNN_ntrials=5,32,70,400,0.835,0.03293401164156923,0.305,0.02304920094407615
rPI-GNN_ntrials=5,32,73,400,1.0775,0.0361524809618821,0.2025,0.02011830610666573
rPI-GNN_ntrials=5,32,76,400,1.4925,0.03925827818454393,0.0775,0.013385900448870358
rPI-GNN_ntrials=5,32,79,400,1.9125,0.042178869325099975,0.04,0.009810229431759455
rPI-GNN_ntrials=5,64,106,400,0.0225,0.0074244313217328535,0.9775,0.007424431321732853
rPI-GNN_ntrials=5,64,112,400,0.02,0.007008766440504623,0.98,0.007008766440504623
rPI-GNN_ntrials=5,64,118,400,0.03,0.008540042788362812,0.97,0.008540042788362812
rPI-GNN_ntrials=5,64,124,400,0.1075,0.015905717671220985,0.895,0.01534686664402456
rPI-GNN_ntrials=5,64,129,400,0.2325,0.022856408587830123,0.7825,0.02065310513893006
rPI-GNN_ntrials=5,64,135,400,0.4025,0.02744298030316313,0.625,0.02423646044779629
rPI-GNN_ntrials=5,64,141,400,0.78,0.03382840377930414,0.3525,0.023917346710791536
rPI-GNN_ntrials=5,64,147,400,1.26,0.042106202997029635,0.16,0.01835325870964494
rPI-GNN_ntrials=5,64,152,400,1.725,0.047212392706392846,0.07,0.012773327473170101
rPI-GNN_ntrials=5,64,158,400,2.41,0.05361376773017882,0.02,0.007008766440504623
rPI-GNN_ntrials=5,128,212,400,0.0025,0.0025,0.9975,0.0024999999999999996
rPI-GNN_ntrials=5,128,224,400,0.005,0.003531100632833621,0.995,0.003531100632833621
rPI-GNN_ntrials=5,128,236,400,0.005,0.003531100632833622,0.995,0.003531100632833622
rPI-GNN_ntrials=5,128,247,400,0.0175,0.006564457728034957,0.9825,0.006564457728034957
rPI-GNN_ntrials=5,128,259,400,0.0575,0.012180117534650259,0.945,0.011413288653790234
rPI-GNN_ntrials=5,128,270,400,0.21,0.021873411148886236,0.8025,0.019930565561694993
rPI-GNN_ntrials=5,128,282,400,0.6225,0.031859408811598516,0.4575,0.02494071918939409
rPI-GNN_ntrials=5,128,293,400,1.2975,0.04375809985886207,0.14,0.017371079009805702
rPI-GNN_ntrials=5,128,305,400,2.3225,0.059414304033704915,0.0225,0.007424431321732853
rPI-GNN_ntrials=5,128,316,400,3.4,0.06017934765940704,0.0075,0.0043192609365022136
rPI-GNN_ntrials=5,256,425,400,0.0,0.0,1.0,0.0
rPI-GNN_ntrials=5,256,448,400,0.0,0.0,1.0,0.0
rPI-GNN_ntrials=5,256,471,400,0.005,0.003531100632833622,0.995,0.003531100632833622
rPI-GNN_ntrials=5,256,494,400,0.0025,0.0025,0.9975,0.0024999999999999996
rPI-GNN_ntrials=5,256,517,400,0.02,0.007008766440504623,0.98,0.007008766440504623
rPI-GNN_ntrials=5,256,540,400,0.2175,0.022399525035243745,0.7975,0.02011830610666573
rPI-GNN_ntrials=5,256,563,400,0.8125,0.03422407915466773,0.335,0.023629078131263043
rPI-GNN_ntrials=5,256,586,400,2.0575,0.05760886501503741,0.035,0.009200495791370025
rPI-GNN_ntrials=5,256,609,400,3.845,0.0724780668577646,0.0025,0.0025
rPI-GNN_ntrials=5,256,632,400,5.735,0.07314583572021048,0.0,0.0
rPI-GNN_ntrials=5,512,850,400,0.0,0.0,1.0,0.0
rPI-GNN_ntrials=5,512,896,400,0.0,0.0,1.0,0.0
rPI-GNN_ntrials=5,512,942,400,0.0,0.0,1.0,0.0
rPI-GNN_ntrials=5,512,988,400,0.0,0.0,1.0,0.0
rPI-GNN_ntrials=5,512,1034,400,0.02,0.007008766440504623,0.98,0.007008766440504623
rPI-GNN_ntrials=5,512,1080,400,0.3975,0.028953932384069236,0.65,0.023878346647045967
rPI-GNN_ntrials=5,512,1126,400,1.77,0.06579187965525403,0.0925,0.014504666088740709
rPI-GNN_ntrials=5,512,1172,400,4.395,0.08509135588952496,0.0025,0.0025
rPI-GNN_ntrials=5,512,1219,400,7.3675,0.08521598315140858,0.0,0.0
rPI-GNN_ntrials=5,512,1265,400,10.8225,0.09387233038029666,0.0,0.0
rPI-GNN_ntrials=5,1024,1700,400,0.0,0.0,1.0,0.0
rPI-GNN_ntrials=5,1024,1792,400,0.0,0.0,1.0,0.0
rPI-GNN_ntrials=5,1024,1884,400,0.0,0.0,1.0,0.0
rPI-GNN_ntrials=5,1024,1976,400,0.0,0.0,1.0,0.0
rPI-GNN_ntrials=5,1024,2068,400,0.045,0.010378187072764358,0.955,0.010378187072764358
rPI-GNN_ntrials=5,1024,2161,400,0.9375,0.04302455293653231,0.3025,0.02299579072303111
rPI-GNN_ntrials=5,1024,2253,400,4.73,0.10449904365741,0.005,0.0035311006328336203
rPI-GNN_ntrials=5,1024,2345,400,9.17,0.09900634140850648,0.0,0.0
rPI-GNN_ntrials=5,1024,2437,400,14.715,0.11626793660638675,0.0,0.0
rPI-GNN_ntrials=5,1024,2529,400,20.945,0.1211057554785282,0.0,0.0
rPI-GNN_ntrials=5,2048,3400,400,0.0,0.0,1.0,0.0
rPI-GNN_ntrials=5,2048,3584,400,0.0,0.0,1.0,0.0
rPI-GNN_ntrials=5,2048,3768,400,0.0,0.0,1.0,0.0
rPI-GNN_ntrials=5,2048,3953,400,0.0,0.0,1.0,0.0
rPI-GNN_ntrials=5,2048,4137,400,0.2125,0.02223951134044213,0.8025,0.019930565561694993
rPI-GNN_ntrials=5,2048,4321,400,3.4,0.11244603272543333,0.035,0.009200495791370025
rPI-GNN_ntrials=5,2048,4506,400,10.1925,0.1275903900931033,0.0,0.0
rPI-GNN_ntrials=5,2048,4690,400,18.17,0.14314844985797734,0.0,0.0
rPI-GNN_ntrials=5,4096,6799,400,0.0,0.0,1.0,0.0
rPI-GNN_ntrials=5,4096,7168,400,0.0,0.0,1.0,0.0
rPI-GNN_ntrials=5,4096,7537,400,0.0,0.0,1.0,0.0
rPI-GNN_ntrials=5,4096,7905,400,0.0,0.0,1.0,0.0
rPI-GNN_ntrials=5,4096,8274,400,2.91,0.10139255952889023,0.14,0.017371079009805702
rPI-GNN_ntrials=5,4096,8643,400,10.0575,0.12409263406654698,0.0,0.0
rPI-GNN_ntrials=5,4096,9011,400,20.105,0.1748896895439292,0.0,0.0
rPI-GNN_ntrials=5,4096,9380,400,35.3925,0.21371193544906064,0.0,0.0
rPI-GNN_ntrials=5,4096,10117,88,80.05681818181819,0.4990476705360567,0.0,0.0
SimulatedAnnealing_nsteps=1000N^2,16,27,400,0.2,0.02002504697287036,0.8,0.02002504697287036
SimulatedAnnealing_nsteps=1000N^2,16,28,400,0.205,0.020518040231399866,0.7975,0.02011830610666573
SimulatedAnnealing_nsteps=1000N^2,16,29,400,0.32,0.023883594058744743,0.685,0.02325488064222671
SimulatedAnnealing_nsteps=1000N^2,16,31,400,0.5125,0.0276409012797864,0.515,0.02502004209160456
SimulatedAnnealing_nsteps=1000N^2,16,32,400,0.635,0.030318898215014857,0.4325,0.024802162065186362
SimulatedAnnealing_nsteps=1000N^2,16,34,400,0.91,0.030324064242453562,0.23,0.021067976863543565
SimulatedAnnealing_nsteps=1000N^2,16,35,400,1.0725,0.03175105823824019,0.1625,0.018468543329993016
